"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-01-01","0.00","71","82","60"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-01-02","0.00","68","81",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-01-03","0.00","67","83",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-01-04","0.00","69","83","53"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-01-05","0.00","69","83","55"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-01-06","0.00","69","83","54"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-01-07","0.00","68","82","53"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-01-08","0.00","70","83","53"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-01-09","0.00","69","85","58"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-01-10","0.00","71","85","56"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-01-11","0.00","73","86","56"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-01-12","0.00","75","86","61"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-01-13","0.00","74","90","64"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-01-14",,"78","90","64"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-01-15",,"76","91",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-01-16",,"76","88","66"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-01-17",,"76",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-01-18",,"74","90","61"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-01-19",,"78","89","63"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-01-20",,"78","91","60"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-01-21",,"78","95","60"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-01-22",,"81","94","66"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-01-23",,"76","91","62"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-01-24",,"75","87","60"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-01-25",,"76","86","60"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-01-26",,"75","85",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-01-27",,"72","85","64"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-01-28",,"75","87",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-01-29",,"75","87","61"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-01-30",,"76","89","60"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-01-31",,"77","89","56"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-02-01",,"75",,"62"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-02-02",,"76","90","63"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-02-03",,"78","91","63"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-02-04",,"82","91","67"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-02-05",,"80","93","67"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-02-06",,"75","90",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-02-07",,"76","91","60"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-02-08",,"78","91","70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-02-09",,"79","90","70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-02-10",,"79","91","69"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-02-11",,"81","91","70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-02-12",,"77","90","68"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-02-13",,"76","88","68"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-02-14","0.00","76","86","67"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-02-15",,"80","88","66"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-02-16",,"82","90",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-02-17",,"80","93",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-02-18",,"79","90","66"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-02-19",,"76","89","65"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-02-20",,"77","90","69"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-02-21",,"76","85","70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-02-22",,"73","81","68"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-02-23",,"76","86","67"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-02-24",,"74","87",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-02-25","0.04","74","86","65"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-02-26","2.99","71","80","65"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-02-27","0.00","74","85","66"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-02-28",,"73","87","64"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-02-29",,"76","89","60"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-03-01",,"82","92","62"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-03-02",,"82","96",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-03-03",,"81","98","65"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-03-04",,"82",,"65"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-03-05",,"83","97","66"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-03-06",,"82","95","66"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-03-07",,"81","95","67"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-03-08",,"79","94","68"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-03-09",,"78","94",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-03-10",,"80","96","63"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-03-11",,"83","98","64"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-03-12",,"83","98","67"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-03-13",,"83",,"67"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-03-14",,"83","96",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-03-15",,"82","96","69"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-03-16",,"83","97","66"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-03-17",,"85","98","68"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-03-18",,"86","99","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-03-19",,"86","100","70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-03-20",,"87","98","70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-03-21",,"84","98","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-03-22",,"86","96","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-03-23",,"84","97","69"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-03-24",,"84","96","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-03-25",,"85","97","69"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-03-26",,"84","96","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-03-27",,"83","94","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-03-28",,"83","94","74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-03-29",,"85","96",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-03-30",,"82","99",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-03-31",,"88","101","65"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-04-01",,"85","96","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-04-02",,"84","99","74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-04-03",,"92","100","75"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-04-04",,"91","103","76"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-04-05",,"91","104","77"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-04-06",,"89","103","76"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-04-07",,"88","101","75"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-04-08",,"90","101",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-04-09",,"93","106","76"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-04-10",,"91","107","77"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-04-11",,"92","106","77"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-04-12",,"93","105","79"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-04-13",,"88","104",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-04-14",,"89",,"78"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-04-15",,"92","104","80"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-04-16","0.16","87","104","77"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-04-17","0.00","87","103",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-04-18","0.00","86","99",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-04-19",,"85","98","69"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-04-20",,"89","102","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-04-21",,"93","104","75"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-04-22",,"93",,"77"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-04-23",,"90","103","79"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-04-24",,"91",,"78"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-04-25",,"91","104",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-04-26",,"94","108","78"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-04-27",,"94",,"79"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-04-28",,"94","109","78"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-04-29",,"95","109","78"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-04-30",,"94","109","76"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-05-01",,"95","108","80"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-05-02",,"95","108","80"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-05-03",,"89","106",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-05-04",,"91","103","77"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-05-05",,"91","105","78"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-05-06","0.87","78","88","66"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-05-07","0.55","89","97","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-05-08","0.83","83","91","70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-05-09","0.00","87","98","74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-05-10",,"90","100","78"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-05-11",,"91","101","78"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-05-12",,"88","101","79"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-05-13",,"89","99","78"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-05-14",,"91","101","79"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-05-15",,"89","101","80"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-05-16",,"87","99",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-05-17",,"88","99","76"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-05-18","0.00","86","97","76"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-05-19","0.00","87","97","76"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-05-20","0.00","87","98","76"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-05-21",,"90",,"80"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-05-22",,"88","94","80"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-05-23",,"88","99",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-05-24",,"84","100",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-05-25",,"85","98","77"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-05-26","0.00","85","95","75"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-05-27",,"90","99","76"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-05-28",,"87","100","78"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-05-29",,"92","100","78"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-05-30",,"90","98","80"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-05-31","0.00","83","96",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-06-01","0.00","87","96","74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-06-02",,"81","99",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-06-03","1.14","83","94","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-06-04","0.00","83","89","74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-06-05","0.31","78","82",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-06-06","0.00","76","82","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-06-07","0.28","79","85","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-06-08","0.16","80","86","73"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-06-09","0.02","82","89","73"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-06-10","0.00","82","89","75"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-06-11","0.00","80","86",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-06-12","2.99","77","84","69"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-06-13","0.02","81","90","73"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-06-14","0.00","84","93","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-06-15",,"83","92","73"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-06-16",,"83","91","74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-06-17",,"80","90","75"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-06-18",,"77","87",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-06-19",,"78","83","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-06-20","0.20","78","83","70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-06-21","0.43","81","88","74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-06-22","0.00","80","89","75"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-06-23","0.00","80",,"73"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-06-24",,"84","92","76"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-06-25",,"84","94","75"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-06-26",,"82","94",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-06-27",,"83",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-06-28","0.04","75","82",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-06-29","0.28","74","79","69"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-06-30","0.51","74","80",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-07-01","2.44","79",,"68"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-07-02","0.00","79","86",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-07-03","0.35","76","83","68"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-07-04","0.00","81","88","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-07-05","0.00","80","86","75"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-07-06","0.03","78","89",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-07-07","0.12","78","87","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-07-08","0.00","78","83",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-07-09","0.00","77","86","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-07-10","0.01","78","85","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-07-11","0.01","74","76","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-07-12","1.38","74","78","70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-07-13","0.31","78","83","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-07-14","0.01","78","87","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-07-15","0.00","81","88","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-07-16",,"80","86","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-07-17",,"78","83","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-07-18",,"76","80","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-07-19","0.01","77","82","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-07-20","0.00","80","89","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-07-21","0.00","80","88","70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-07-22",,"79","90","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-07-23",,"80","90","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-07-24",,"81","89","73"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-07-25",,"81","90","73"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-07-26",,"79","87",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-07-27","0.00","81","90","73"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-07-28","0.02","82","91","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-07-29","0.00","84",,"74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-07-30","0.16","81","90","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-07-31","0.00","83","93","75"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-08-01",,"83",,"76"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-08-02",,"84","92","74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-08-03",,"85","93","76"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-08-04","0.00","81","93",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-08-05","0.20","81","92","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-08-06","0.00","80","91","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-08-07",,"79","85",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-08-08",,"77","83",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-08-09","0.31","72","76",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-08-10","2.13","70","72","68"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-08-11","1.06","75","81","68"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-08-12","0.02","79","87","70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-08-13","0.00","80","89","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-08-14","0.01","79","84","75"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-08-15","0.00","80","89","73"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-08-16",,"79","89",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-08-17",,"81","89","73"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-08-18","0.00","77","83",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-08-19","0.31","75","82","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-08-20","0.16","75","84","70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-08-21","0.16","76","85","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-08-22","0.08","77","84","70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-08-23","2.87","74","76","70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-08-24","8.43","77","85","70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-08-25","0.01","79","87","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-08-26","0.35","77","83","73"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-08-27","0.16","75","83","70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-08-28","0.08","77","82","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-08-29","0.04","77","83","70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-08-30","0.04","76","83","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-08-31","0.02","76","83","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-09-01","0.02","78","85","70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-09-02","0.00","75","85","70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-09-03","0.39","75","85","70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-09-04","0.04","77","86","70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-09-05","0.01","78","87","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-09-06","0.00","77","87","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-09-07","0.08","77",,"71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-09-08","0.00","77",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-09-09",,"79","86","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-09-10",,"78","86",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-09-11",,"80","87","70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-09-12",,"80","90","69"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-09-13",,"80","90",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-09-14",,"82","91","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-09-15",,"81","92","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-09-16",,"83","90","76"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-09-17","0.00","83","94","74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-09-18","1.06","73",,"69"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-09-19","0.31","80","90","68"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-09-20","0.02","80","90","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-09-21","0.01","79","90","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-09-22","0.00","80","87","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-09-23",,"82","89","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-09-24",,"81","89","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-09-25",,"79","89","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-09-26",,"80","90","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-09-27",,"78","89","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-09-28",,"79","89","73"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-09-29",,"78","89",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-09-30","0.00","79","92","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-10-01",,"81","93","70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-10-02",,"83","92","69"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-10-03",,"82",,"70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-10-04",,"82","91","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-10-05",,"82","92","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-10-06",,"84","92","74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-10-07",,"80","91","73"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-10-08",,"80","92","70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-10-09","0.00","79","89","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-10-10","0.08","77","89","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-10-11","0.12","81","92","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-10-12","0.00","83","92","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-10-13",,"80","93","70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-10-14",,"82","92","70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-10-15",,"80","91",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-10-16",,"75","90","65"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-10-17",,"78","87","63"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-10-18",,"80","89","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-10-19","0.24","81","89","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-10-20","0.00","81","90","73"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-10-21",,"82","94","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-10-22",,"84","95","69"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-10-23",,"81","95",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-10-24",,"81","94","67"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-10-25",,"81","93","67"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-10-26",,"82","92","68"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-10-27",,"76","91",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-10-28",,"76","91","61"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-10-29",,"80","92","60"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-10-30",,"79","89","62"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-10-31",,"78","90","64"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-11-01",,"78","87","66"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-11-02",,"77","85","68"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-11-03","0.04","78","89","69"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-11-04","0.00","80","90","69"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-11-05",,"81","91","69"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-11-06",,"77","91","66"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-11-07",,"78","89","63"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-11-08",,"78","87",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-11-09",,"78","87",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-11-10",,"74","87","59"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-11-11",,"76","89","61"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-11-12",,"75","87","60"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-11-13",,"77","87","60"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-11-14",,"77","87","60"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-11-15",,"75","87",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-11-16",,"73","84","62"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-11-17",,"75","85","63"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-11-18",,"71","85","57"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-11-19",,"74","89","58"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-11-20",,"75","90","60"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-11-21",,"76","87",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-11-22",,"78","88","63"
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-11-23",,"76","89",
"IN001080500","BEGUMPET OBSERVATORY, IN","2000-11-24",,"75","90",
