"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-02-24",,"85","100",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-02-25",,"86","102",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-02-26",,"82","101",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-02-27",,"84","102",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-02-28",,"86","101",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-03-01",,"85","100","66"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-03-02",,"87","100",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-03-03",,"85","102",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-03-04",,"85",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-03-05",,"85","102","68"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-03-06",,"86","102",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-03-07",,"88","100","68"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-03-08",,"85",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-03-09",,"85",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-03-10",,"81","91","68"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-03-11",,"83","94",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-03-12",,"85","97",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-03-13",,"83","94",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-03-14",,"83","94","69"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-03-15",,"77","85","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-03-16","0.00","83","97","62"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-03-17",,"83","96","67"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-03-18",,"85","97",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-03-19",,"87","99","68"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-03-20",,"83","99",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-03-21",,"84","96",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-03-22","0.00","78","93","67"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-03-23","0.00","82","94","68"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-03-24","0.00","80","91","70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-03-25","0.00","82","96","68"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-03-26",,"85","99","67"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-03-27",,"87","99",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-03-28",,"88",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-03-29",,"89","100","73"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-03-30",,"90","101",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-03-31",,"89","102",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-04-01","0.00","89","101",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-04-02",,"91","103",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-04-03",,"91","101","75"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-04-04",,"90","103",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-04-05",,"93","103","77"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-04-06",,"91","103","73"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-04-07","0.08","86","102",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-04-08","0.83","81","91","68"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-04-09","0.01","85","94","74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-04-10","0.00","87","98","74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-04-11",,"87","99","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-04-12",,"90","100","74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-04-13",,"89","100","75"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-04-14",,"90","104","69"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-04-15",,"90","102",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-04-16",,"91","106","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-04-17",,"94","106","76"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-04-18",,"92","105",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-04-19",,"91","104","78"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-04-20",,"93","106","80"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-04-21",,"93","107","80"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-04-22",,"91","105",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-04-23",,"94","107","76"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-04-24",,"94","104","76"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-04-25",,"91","101",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-04-26","0.00","92","102","76"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-04-27",,"90","103",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-04-28","0.00","94","105","74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-04-29",,"96","107","77"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-04-30",,"93","106","80"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-05-01",,"95","110","79"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-05-02",,"96","109",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-05-03",,"94","109","78"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-05-04",,"93","109",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-05-05",,"89","105",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-05-06","0.16","92","104","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-05-07","0.00","94","106","76"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-05-08",,"93","105","81"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-05-09",,"95","107","77"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-05-10",,"95","109","81"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-05-11",,"94","109","80"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-05-12",,"95","110","73"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-05-13",,"97","110","79"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-05-14",,"94","107","65"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-05-15","0.00","93","106","81"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-05-16","0.00","94","107","79"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-05-17",,"95","105","81"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-05-18",,"90","101","77"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-05-19",,"92",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-05-20",,"85","94","74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-05-21",,"89","104","76"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-05-22",,"90","102","74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-05-23",,"92","104","78"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-05-24","0.02","90","104",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-05-25","0.35","90","102","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-05-26","0.00","91","103","78"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-05-27",,"92","107","79"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-05-28","0.01","94","107","81"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-05-29","0.00","94","108",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-05-30",,"92","102","80"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-05-31",,"92","106","80"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-06-01",,"90","98","74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-06-02",,"88",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-06-03","0.00","90","100","77"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-06-04",,"93","103","79"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-06-05",,"88",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-06-06","0.01","85","99","74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-06-07","0.03","80","97",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-06-08","0.98","86","98","68"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-06-09","0.00","90","102","74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-06-10",,"90","104","78"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-06-11","0.00","85","96","80"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-06-12","0.04","82","98",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-06-13","1.02","86","98","68"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-06-14","0.00","86","100","75"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-06-15",,"90","101","75"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-06-16",,"87","102",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-06-17",,"88",,"74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-06-18",,"88","103","74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-06-19",,"89","101",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-06-20",,"88","100",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-06-21","0.24","82","92","69"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-06-22","0.00","86","95","73"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-06-23",,"87",,"74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-06-24",,"87","98","74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-06-25",,"85","91","76"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-06-26","0.00","85","97","75"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-06-27","0.12","85",,"73"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-06-28","0.00","81","91",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-06-29",,"87","98","74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-06-30",,"87","99","76"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-07-01",,"85","96","77"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-07-02",,"84","97","75"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-07-03",,"82","94","73"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-07-04",,"83","95","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-07-05","0.20","82","95","70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-07-06","0.00","82","93","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-07-07","0.12","78","89","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-07-08","0.16","77","86","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-07-09","0.02","76","85","70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-07-10","0.20","80","85","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-07-11","0.00","81","93","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-07-12","0.00","85","95","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-07-13","0.00","79","89","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-07-14","0.35","79","85","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-07-15","0.00","77","83","70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-07-16","0.02","81","92","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-07-17","0.04","83","93","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-07-18","0.00","85","95","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-07-19",,"84","94","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-07-20","0.00","79","90","73"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-07-21","0.83","76","84","70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-07-22","0.20","78","84","69"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-07-23","0.02","81",,"70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-07-24","0.00","83","92","70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-07-25",,"84","95","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-07-26",,"82","91","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-07-27",,"81","90",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-07-28",,"81","94","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-07-29",,"83",,"72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-07-30",,"84","94","73"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-07-31","0.00","84","92","74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-08-01",,"84","93","73"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-08-02",,"83","94","74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-08-03",,"86","96","73"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-08-04",,"86","96","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-08-05",,"84","94","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-08-06",,"85","96","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-08-07","0.00","87","97","74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-08-08",,"83","93","74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-08-09",,"81","89","73"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-08-10",,"82","92","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-08-11","0.04","76","81","69"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-08-12","0.12","78","86","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-08-13","0.02","83","94","73"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-08-14","0.00","83","96","75"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-08-15","0.02","80","88","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-08-16","0.01","81","94","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-08-17","0.00","78","92",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-08-18","0.51","81","90","66"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-08-19","0.00","83","92","73"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-08-20","1.85","75","82","67"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-08-21","0.28","80","89","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-08-22","0.00","80","94","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-08-23","0.00","78","89","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-08-24","0.04","76","86","69"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-08-25","0.51","75","85","68"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-08-26","1.02","73","82","66"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-08-27","0.75","77","85","68"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-08-28","0.00","79","89",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-08-29","0.00","80",,"69"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-08-30","0.00","81","91","70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-08-31","3.98","75","81","67"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-09-01","0.20","77","87","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-09-02","1.18","75",,"70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-09-03","0.03","77",,"70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-09-04","0.00","77","87","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-09-05","0.08","74","80","70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-09-06","0.00","77",,"72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-09-07",,"78","84","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-09-08",,"79","85","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-09-09",,"80","91","70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-09-10",,"80","87","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-09-11",,"81","92","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-09-12",,"84",,"72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-09-13",,"80","95","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-09-14",,"82","93","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-09-15",,"82","95","69"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-09-16",,"83","95","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-09-17",,"82","94","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-09-18",,"83",,"68"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-09-19",,"84","95","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-09-20",,"84","95","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-09-21",,"81","93","73"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-09-22",,"83","94",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-09-23","0.00","82","96","73"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-09-24","0.02","85","97","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-09-25","0.00","84","97","72"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-09-26",,"85","96","74"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-09-27","0.01","75","84","69"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-09-28","0.31","79","91","68"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-09-29","0.83","77","86","68"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-09-30","1.85","77","85","68"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-10-01","0.28","78","87","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-10-02","1.10","78","85","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-10-03","0.75","76","86","70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-10-04","0.59","78","87","69"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-10-05","0.00","78","87","69"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-10-06",,"78","85","69"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-10-07",,"80","90","70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-10-08",,"79","90","70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-10-09",,"80","91","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-10-10",,"81","91","69"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-10-11","0.03","81","91","71"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-10-12","0.00","80","92","70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-10-13",,"80","92","66"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-10-14",,"80","93","64"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-10-15",,"80","92","65"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-10-16",,"80","93",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-10-17",,"82","94","66"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-10-18",,"83","95","68"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-10-19",,"81","95","66"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-10-20",,"80","96","62"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-10-21",,"80","94","62"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-10-22",,"80","93","62"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-10-23",,"75","91",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-10-24",,"76","91",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-10-25",,"75","91","56"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-10-26",,"77","90","58"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-10-27",,"78","91","59"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-10-28",,"78","89","61"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-10-29",,"79","89","68"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-10-30",,"78","86","68"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-10-31",,"79","92","64"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-11-01",,"78","91","58"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-11-02",,"78","92","58"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-11-03",,"78","90","59"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-11-04",,"79","90","65"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-11-05",,"78","88","68"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-11-06",,"79","88","68"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-11-07","0.00","76","85","68"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-11-08",,"74","82","68"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-11-09",,"74","81","67"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-11-10",,"77","85","67"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-11-11","0.02","77","84","68"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-11-12","0.02","80","89","68"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-11-13","0.00","80","89","70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-11-14",,"81","89","68"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-11-15",,"80","90","69"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-11-16",,"78","86","69"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-11-17",,"77","89","70"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-11-18","0.51","74","81","68"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-11-19","0.47","75","85","66"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-11-20","0.00","76","86","62"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-11-21",,"73","87","59"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-11-22",,"74","88","55"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-11-23",,"75","88","61"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-11-24",,"77","90","65"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-11-25",,"76","88",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-11-26",,"75","90","61"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-11-27",,"72","87","61"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-11-28",,"69","84","57"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-11-29",,"69","85",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-11-30",,"70","83",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-12-01",,"72","85","55"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-12-02",,"72","86",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-12-03",,"74",,"56"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-12-04",,"75","88","64"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-12-05",,"74","85",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-12-06",,"73","85",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-12-07",,"75","87",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-12-08",,"75",,"61"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-12-09",,"71","82","60"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-12-10",,"73","85",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-12-11",,"73",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-12-12",,"73","82",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-12-13",,"74","82","62"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-12-14",,"73","85",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-12-15",,"76","86","61"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-12-16",,"74","83","66"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-12-17","0.00","74","85",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-12-18",,"74","86",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-12-19",,"75","84","64"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-12-20",,"75","85","65"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-12-21",,"73","83","65"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-12-22",,"74","86","64"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-12-23",,"71","86",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-12-24",,"69","87","53"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-12-25",,"68","83",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-12-26",,"71","85",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-12-27",,"72","83",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-12-28",,"72","83","63"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-12-29",,"74",,"66"
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-12-30","0.16","73","83",
"IN001080500","BEGUMPET OBSERVATORY, IN","2009-12-31","0.00","74","86","63"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-01",,"72","84","60"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-02",,"73","85","59"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-03",,"70","87",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-04",,"74","90",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-05",,"74","88",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-06",,"72","82","59"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-07",,"69","82",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-08",,"71","84",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-09",,"73","82",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-10","0.00","75","86",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-11",,"76","84","68"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-12",,"77","85",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-13",,"73","81",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-14",,"74","82","69"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-15",,"73","81",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-16",,"72","85","61"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-17",,"74","87",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-18",,"72","86",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-19",,"74","87",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-01-20",,"70","87",
